Region,SettlementType,Year,TypeOfIncome,Amount(RSD),StructuralPercentage
Central and West,Total,2014,"Earnings from Agricultural, Hunting and Fishing Actions",4886.0,9.0
Central and West,Total,2014,Foreign Earnings,673.0,1.2
Central and West,Total,2014,Real Estate Earnings,112.0,0.2
Central and West,Total,2014,Presents,359.0,0.7
Central and West,Total,2014,Investment Interest,0.0,0.0
Central and West,Total,2014,Rest,2183.0,4.0
Central and West,Total,2014,Earnings in Labor,4152.0,7.7
Central and West,Total,2014,Other Earnings in Labor,0.0,0.0
Central and West,City,2014,Total Earnings,54613.0,100.0
Central and West,City,2014,Earnings in Currency,54231.0,99.3
Central and West,City,2014,Earnings from Orthodox Work Relations a.k.a. Job,29856.0,54.6
Central and West,City,2014,Earnings from Unorthodox Work Relations,1032.0,1.9
Central and West,City,2014,Pensions,18085.0,33.1
Central and West,City,2014,Social Sequrity Earnings,1657.0,3.0
Central and West,City,2014,"Earnings from Agricultural, Hunting and Fishing Actions",440.0,0.8
Central and West,City,2014,Foreign Earnings,744.0,1.4
Central and West,City,2014,Real Estate Earnings,192.0,0.4
Central and West,City,2014,Presents,427.0,0.8
Central and West,City,2014,Investment Interest,0.0,0.0
Central and West,City,2014,Rest,1798.0,3.3
Central and West,City,2014,Earnings in Labor,382.0,0.7
Central and West,City,2014,Other Earnings in Labor,0.0,0.0
Central and West,Rest,2014,Total Earnings,53688.0,100.0
Central and West,Rest,2014,Earnings in Currency,45887.0,85.5
Central and West,Rest,2014,Earnings from Orthodox Work Relations a.k.a. Job,15816.0,29.6
Central and West,Rest,2014,Earnings from Unorthodox Work Relations,1360.0,2.5
Central and West,Rest,2014,Pensions,14466.0,26.9
Central and West,Rest,2014,Social Sequrity Earnings,1567.0,2.9
Central and West,Rest,2014,"Earnings from Agricultural, Hunting and Fishing Actions",9190.0,17.1
Central and West,Rest,2014,Foreign Earnings,604.0,1.1
Central and West,Rest,2014,Real Estate Earnings,35.0,0.1
Central and West,Rest,2014,Presents,293.0,0.5
Central and West,Rest,2014,Investment Interest,0.0,0.0
Central and West,Rest,2014,Rest,2556.0,4.8
Central and West,Rest,2014,Earnings in Labor,7801.0,14.5
Central and West,Rest,2014,Other Earnings in Labor,0.0,0.0
South and East,Total,2014,Total Earnings,49392.0,100.0
South and East,Total,2014,Earnings in Currency,46302.0,93.7
South and East,Total,2014,Earnings from Orthodox Work Relations a.k.a. Job,19337.0,39.2
South and East,Total,2014,Earnings from Unorthodox Work Relations,1175.0,2.4
South and East,Total,2014,Pensions,16447.0,33.3
South and East,Total,2014,Social Sequrity Earnings,2341.0,4.7
South and East,Total,2014,"Earnings from Agricultural, Hunting and Fishing Actions",1702.0,3.4
South and East,Total,2014,Foreign Earnings,778.0,1.6
South and East,Total,2014,Real Estate Earnings,219.0,0.4
South and East,Total,2014,Presents,513.0,1.0
South and East,Total,2014,Investment Interest,0.0,0.0
South and East,Total,2014,Rest,3790.0,7.7
South and East,Total,2014,Earnings in Labor,3090.0,6.3
South and East,Total,2014,Other Earnings in Labor,8.0,0.0
South and East,City,2014,Total Earnings,51680.0,100.0
South and East,City,2014,Earnings in Currency,51063.0,98.8
South and East,City,2014,Earnings from Orthodox Work Relations a.k.a. Job,26299.0,51.0
South and East,City,2014,Earnings from Unorthodox Work Relations,1096.0,2.1
South and East,City,2014,Pensions,16277.0,31.5
South and East,City,2014,Social Sequrity Earnings,2506.0,4.8
South and East,City,2014,"Earnings from Agricultural, Hunting and Fishing Actions",149.0,0.3
South and East,City,2014,Foreign Earnings,447.0,0.9
South and East,City,2014,Real Estate Earnings,220.0,0.4
South and East,City,2014,Presents,643.0,1.2
South and East,City,2014,Investment Interest,0.0,0.0
South and East,City,2014,Rest,3426.0,6.6
South and East,City,2014,Earnings in Labor,617.0,1.2
South and East,City,2014,Other Earnings in Labor,0.0,0.0
South and East,Rest,2014,Total Earnings,46709.0,100.0
South and East,Rest,2014,Earnings in Currency,40715.0,87.2
South and East,Rest,2014,Earnings from Orthodox Work Relations a.k.a. Job,11167.0,23.9
South and East,Rest,2014,Earnings from Unorthodox Work Relations,1266.0,2.7
South and East,Rest,2014,Pensions,16647.0,35.7
South and East,Rest,2014,Social Sequrity Earnings,2150.0,4.6
South and East,Rest,2014,"Earnings from Agricultural, Hunting and Fishing Actions",3524.0,7.5
South and East,Rest,2014,Foreign Earnings,1166.0,2.5
South and East,Rest,2014,Real Estate Earnings,218.0,0.5
South and East,Rest,2014,Presents,361.0,0.8
South and East,Rest,2014,Investment Interest,0.0,0.0
South and East,Rest,2014,Rest,4216.0,9.0
South and East,Rest,2014,Earnings in Labor,5994.0,12.8
South and East,Rest,2014,Other Earnings in Labor,17.0,0.0
State,Total,2015,Total Earnings,57814.0,100.0
State,Total,2015,Earnings in Currency,55211.0,95.5
State,Total,2015,Earnings from Orthodox Work Relations a.k.a. Job,27784.0,47.9
State,Total,2015,Earnings from Unorthodox Work Relations,1712.0,3.0
State,Total,2015,Pensions,17902.0,31.0
State,Total,2015,Social Sequrity Earnings,1881.0,3.3
State,Total,2015,"Earnings from Agricultural, Hunting and Fishing Actions",2899.0,5.0
State,Total,2015,Foreign Earnings,591.0,1.0
State,Total,2015,Real Estate Earnings,349.0,0.6
State,Total,2015,Presents,502.0,0.9
State,Total,2015,Investment Interest,0.0,0.0
State,Total,2015,Rest,1591.0,2.8
State,Total,2015,Earnings in Labor,2603.0,4.5
State,Total,2015,Other Earnings in Labor,50.0,0.1
State,City,2015,Total Earnings,60564.0,100.0
State,City,2015,Earnings in Currency,60048.0,99.1
State,City,2015,Earnings from Orthodox Work Relations a.k.a. Job,33487.0,55.1
State,City,2015,Earnings from Unorthodox Work Relations,1728.0,2.9
State,City,2015,Pensions,19355.0,32.0
State,City,2015,Social Sequrity Earnings,1823.0,3.0
State,City,2015,"Earnings from Agricultural, Hunting and Fishing Actions",600.0,1.0
State,City,2015,Foreign Earnings,675.0,1.1
State,City,2015,Real Estate Earnings,433.0,0.7
State,City,2015,Presents,584.0,1.0
State,City,2015,Investment Interest,0.0,0.0
State,City,2015,Rest,1363.0,2.3
State,City,2015,Earnings in Labor,516.0,0.9
State,City,2015,Other Earnings in Labor,67.0,0.1
State,Rest,2015,Total Earnings,53342.0,100.0
State,Rest,2015,Earnings in Currency,47344.0,88.8
State,Rest,2015,Earnings from Orthodox Work Relations a.k.a. Job,18504.0,34.7
State,Rest,2015,Earnings from Unorthodox Work Relations,1686.0,3.2
State,Rest,2015,Pensions,15539.0,29.1
State,Rest,2015,Social Sequrity Earnings,1979.0,3.7
State,Rest,2015,"Earnings from Agricultural, Hunting and Fishing Actions",6639.0,12.4
State,Rest,2015,Foreign Earnings,456.0,0.9
State,Rest,2015,Real Estate Earnings,212.0,0.4
State,Rest,2015,Presents,369.0,0.7
State,Rest,2015,Investment Interest,0.0,0.0
State,Rest,2015,Rest,1960.0,3.7
State,Rest,2015,Earnings in Labor,5998.0,11.2
State,Rest,2015,Other Earnings in Labor,23.0,0.0
Belgrade,Total,2015,Total Earnings,69503.0,100.0
Belgrade,Total,2015,Earnings in Currency,68906.0,99.1
Belgrade,Total,2015,Earnings from Orthodox Work Relations a.k.a. Job,39909.0,57.4
Belgrade,Total,2015,Earnings from Unorthodox Work Relations,1760.0,2.5
Belgrade,Total,2015,Pensions,21099.0,30.4
Belgrade,Total,2015,Social Sequrity Earnings,2041.0,2.9
Belgrade,Total,2015,"Earnings from Agricultural, Hunting and Fishing Actions",212.0,0.3
Belgrade,Total,2015,Foreign Earnings,523.0,0.8
Belgrade,Total,2015,Real Estate Earnings,659.0,0.9
Belgrade,Total,2015,Presents,763.0,1.1
Belgrade,Total,2015,Investment Interest,0.0,0.0
Belgrade,Total,2015,Rest,1940.0,2.8
Belgrade,Total,2015,Earnings in Labor,597.0,0.9
Belgrade,Total,2015,Other Earnings in Labor,134.0,0.2
Belgrade,City,2015,Total Earnings,71402.0,100.0
Belgrade,City,2015,Earnings in Currency,71166.0,99.7
Belgrade,City,2015,Earnings from Orthodox Work Relations a.k.a. Job,42125.0,59.0
Belgrade,City,2015,Earnings from Unorthodox Work Relations,1850.0,2.6
Belgrade,City,2015,Pensions,21829.0,30.6
Belgrade,City,2015,Social Sequrity Earnings,1890.0,2.6
Belgrade,City,2015,"Earnings from Agricultural, Hunting and Fishing Actions",49.0,0.1
Belgrade,City,2015,Foreign Earnings,620.0,0.9
Belgrade,City,2015,Real Estate Earnings,679.0,1.0
Belgrade,City,2015,Presents,746.0,1.0
Belgrade,City,2015,Investment Interest,0.0,0.0
Belgrade,City,2015,Rest,1378.0,1.9
Belgrade,City,2015,Earnings in Labor,236.0,0.3
Belgrade,City,2015,Other Earnings in Labor,158.0,0.2
Belgrade,Rest,2015,Total Earnings,59802.0,100.0
Belgrade,Rest,2015,Earnings in Currency,57358.0,95.9
Belgrade,Rest,2015,Earnings from Orthodox Work Relations a.k.a. Job,28585.0,47.9
Belgrade,Rest,2015,Earnings from Unorthodox Work Relations,1302.0,2.2
Belgrade,Rest,2015,Pensions,17363.0,29.1
Belgrade,Rest,2015,Social Sequrity Earnings,2813.0,4.7
Belgrade,Rest,2015,"Earnings from Agricultural, Hunting and Fishing Actions",1045.0,1.7
Belgrade,Rest,2015,Foreign Earnings,29.0,0.0
Belgrade,Rest,2015,Real Estate Earnings,561.0,0.9
Belgrade,Rest,2015,Presents,851.0,1.4
Belgrade,Rest,2015,Investment Interest,0.0,0.0
Belgrade,Rest,2015,Rest,4809.0,8.0
Belgrade,Rest,2015,Earnings in Labor,2444.0,4.1
Belgrade,Rest,2015,Other Earnings in Labor,14.0,0.0
Voyvodina/North,Total,2015,Total Earnings,54641.0,100.0
Voyvodina/North,Total,2015,Earnings in Currency,52843.0,96.7
Voyvodina/North,Total,2015,Earnings from Orthodox Work Relations a.k.a. Job,26712.0,48.9
Voyvodina/North,Total,2015,Earnings from Unorthodox Work Relations,2041.0,3.7
Voyvodina/North,Total,2015,Pensions,16150.0,29.6
Voyvodina/North,Total,2015,Social Sequrity Earnings,1769.0,3.2
Voyvodina/North,Total,2015,"Earnings from Agricultural, Hunting and Fishing Actions",3630.0,6.6
Voyvodina/North,Total,2015,Foreign Earnings,751.0,1.4
Voyvodina/North,Total,2015,Real Estate Earnings,334.0,0.6
Voyvodina/North,Total,2015,Presents,410.0,0.8
Voyvodina/North,Total,2015,Investment Interest,0.0,0.0
Voyvodina/North,Total,2015,Rest,1046.0,1.9
Voyvodina/North,Total,2015,Earnings in Labor,1798.0,3.3
Voyvodina/North,Total,2015,Other Earnings in Labor,36.0,0.1
Voyvodina/North,City,2015,Total Earnings,57897.0,100.0
Voyvodina/North,City,2015,Earnings in Currency,57133.0,98.7
Voyvodina/North,City,2015,Earnings from Orthodox Work Relations a.k.a. Job,31233.0,54.0
Voyvodina/North,City,2015,Earnings from Unorthodox Work Relations,2111.0,3.6
Voyvodina/North,City,2015,Pensions,18451.0,32.0
Voyvodina/North,City,2015,Social Sequrity Earnings,1581.0,2.7
Voyvodina/North,City,2015,"Earnings from Agricultural, Hunting and Fishing Actions",1237.0,2.1
Voyvodina/North,City,2015,Foreign Earnings,846.0,1.5
Voyvodina/North,City,2015,Real Estate Earnings,307.0,0.5
Voyvodina/North,City,2015,Presents,428.0,0.7
Voyvodina/North,City,2015,Investment Interest,0.0,0.0
Voyvodina/North,City,2015,Rest,939.0,1.6
Voyvodina/North,City,2015,Earnings in Labor,764.0,1.3
Voyvodina/North,City,2015,Other Earnings in Labor,44.0,0.1
Voyvodina/North,Rest,2015,Total Earnings,49550.0,100.0
Voyvodina/North,Rest,2015,Earnings in Currency,46135.0,93.1
Voyvodina/North,Rest,2015,Earnings from Orthodox Work Relations a.k.a. Job,19652.0,39.7
Voyvodina/North,Rest,2015,Earnings from Unorthodox Work Relations,1934.0,3.9
Voyvodina/North,Rest,2015,Pensions,12556.0,25.3
Voyvodina/North,Rest,2015,Social Sequrity Earnings,2054.0,4.1
Voyvodina/North,Rest,2015,"Earnings from Agricultural, Hunting and Fishing Actions",7368.0,14.9
Voyvodina/North,Rest,2015,Foreign Earnings,602.0,1.2
Voyvodina/North,Rest,2015,Real Estate Earnings,377.0,0.8
Voyvodina/North,Rest,2015,Presents,381.0,0.8
Voyvodina/North,Rest,2015,Investment Interest,0.0,0.0
Voyvodina/North,Rest,2015,Rest,1211.0,2.4
Voyvodina/North,Rest,2015,Earnings in Labor,3415.0,6.9
Voyvodina/North,Rest,2015,Other Earnings in Labor,25.0,0.1
Central and West,Total,2015,Total Earnings,53088.0,100.0
Central and West,Total,2015,Earnings in Currency,48573.0,91.5
Central and West,Total,2015,Earnings from Orthodox Work Relations a.k.a. Job,21686.0,40.8
Central and West,Total,2015,Earnings from Unorthodox Work Relations,1095.0,2.1
Central and West,Total,2015,Pensions,16824.0,31.7
Central and West,Total,2015,Social Sequrity Earnings,1716.0,3.2
Central and West,Total,2015,"Earnings from Agricultural, Hunting and Fishing Actions",4557.0,8.6
Central and West,Total,2015,Foreign Earnings,359.0,0.7
Central and West,Total,2015,Real Estate Earnings,157.0,0.3
Central and West,Total,2015,Presents,455.0,0.9
Central and West,Total,2015,Investment Interest,0.0,0.0
Central and West,Total,2015,Rest,1724.0,3.2
Central and West,Total,2015,Earnings in Labor,4515.0,8.5
Central and West,Total,2015,Other Earnings in Labor,16.0,0.0
Central and West,City,2015,Total Earnings,53092.0,100.0
Central and West,City,2015,Earnings in Currency,52645.0,99.2
Central and West,City,2015,Earnings from Orthodox Work Relations a.k.a. Job,27633.0,52.1
Central and West,City,2015,Earnings from Unorthodox Work Relations,986.0,1.9
Central and West,City,2015,Pensions,18407.0,34.7
Central and West,City,2015,Social Sequrity Earnings,1878.0,3.5
Central and West,City,2015,"Earnings from Agricultural, Hunting and Fishing Actions",887.0,1.7
Central and West,City,2015,Foreign Earnings,438.0,0.8
Central and West,City,2015,Real Estate Earnings,312.0,0.6
Central and West,City,2015,Presents,557.0,1.0
Central and West,City,2015,Investment Interest,0.0,0.0
Central and West,City,2015,Rest,1547.0,2.9
Central and West,City,2015,Earnings in Labor,447.0,0.8
Central and West,City,2015,Other Earnings in Labor,0.0,0.0
Central and West,Rest,2015,Total Earnings,53086.0,100.0
Central and West,Rest,2015,Earnings in Currency,44632.0,84.1
Central and West,Rest,2015,Earnings from Orthodox Work Relations a.k.a. Job,15929.0,30.0
Central and West,Rest,2015,Earnings from Unorthodox Work Relations,1201.0,2.3
Central and West,Rest,2015,Pensions,15292.0,28.8
Central and West,Rest,2015,Social Sequrity Earnings,1561.0,2.9
Central and West,Rest,2015,"Earnings from Agricultural, Hunting and Fishing Actions",8109.0,15.3
Central and West,Rest,2015,Foreign Earnings,282.0,0.5
Central and West,Rest,2015,Real Estate Earnings,7.0,0.0
Central and West,Rest,2015,Presents,355.0,0.7
Central and West,Rest,2015,Investment Interest,0.0,0.0
Central and West,Rest,2015,Rest,1896.0,3.6
Central and West,Rest,2015,Earnings in Labor,8454.0,15.9
Central and West,Rest,2015,Other Earnings in Labor,32.0,0.1
South and East,Total,2015,Total Earnings,54357.0,100.0
South and East,Total,2015,Earnings in Currency,50758.0,93.4
South and East,Total,2015,Earnings from Orthodox Work Relations a.k.a. Job,22745.0,41.8
South and East,Total,2015,Earnings from Unorthodox Work Relations,2002.0,3.7
South and East,Total,2015,Pensions,17872.0,32.9
South and East,Total,2015,Social Sequrity Earnings,2058.0,3.8
South and East,Total,2015,"Earnings from Agricultural, Hunting and Fishing Actions",2959.0,5.4
South and East,Total,2015,Foreign Earnings,753.0,1.4
South and East,Total,2015,Real Estate Earnings,247.0,0.5
South and East,Total,2015,Presents,381.0,0.7
South and East,Total,2015,Investment Interest,0.0,0.0
South and East,Total,2015,Rest,1741.0,3.2
South and East,Total,2015,Earnings in Labor,3599.0,6.6
South and East,Total,2015,Other Earnings in Labor,13.0,0.0
South and East,City,2015,Total Earnings,53550.0,100.0
South and East,City,2015,Earnings in Currency,52820.0,98.6
South and East,City,2015,Earnings from Orthodox Work Relations a.k.a. Job,27974.0,52.3
South and East,City,2015,Earnings from Unorthodox Work Relations,1790.0,3.3
South and East,City,2015,Pensions,17318.0,32.3
South and East,City,2015,Social Sequrity Earnings,2002.0,3.7
South and East,City,2015,"Earnings from Agricultural, Hunting and Fishing Actions",304.0,0.6
South and East,City,2015,Foreign Earnings,789.0,1.5
South and East,City,2015,Real Estate Earnings,314.0,0.6
South and East,City,2015,Presents,559.0,1.0
South and East,City,2015,Investment Interest,0.0,0.0
South and East,City,2015,Rest,1770.0,3.3
South and East,City,2015,Earnings in Labor,730.0,1.4
South and East,City,2015,Other Earnings in Labor,13.0,0.0
South and East,Rest,2015,Total Earnings,55306.0,100.0
South and East,Rest,2015,Earnings in Currency,48340.0,87.4
South and East,Rest,2015,Earnings from Orthodox Work Relations a.k.a. Job,16607.0,30.0
South and East,Rest,2015,Earnings from Unorthodox Work Relations,2250.0,4.1
South and East,Rest,2015,Pensions,18523.0,33.5
South and East,Rest,2015,Social Sequrity Earnings,2123.0,3.8
South and East,Rest,2015,"Earnings from Agricultural, Hunting and Fishing Actions",6076.0,11.0
South and East,Rest,2015,Foreign Earnings,712.0,1.3
South and East,Rest,2015,Real Estate Earnings,168.0,0.3
South and East,Rest,2015,Presents,172.0,0.3
South and East,Rest,2015,Investment Interest,0.0,0.0
South and East,Rest,2015,Rest,1709.0,3.1
South and East,Rest,2015,Earnings in Labor,6966.0,12.6
South and East,Rest,2015,Other Earnings in Labor,13.0,0.0
State,Total,2016,Total Earnings,59624.0,100.0
State,Total,2016,Earnings in Currency,57028.0,95.6
State,Total,2016,Earnings from Orthodox Work Relations a.k.a. Job,29310.0,49.2
State,Total,2016,Earnings from Unorthodox Work Relations,1512.0,2.5
State,Total,2016,Pensions,18444.0,30.9
State,Total,2016,Social Sequrity Earnings,1806.0,3.0
State,Total,2016,"Earnings from Agricultural, Hunting and Fishing Actions",2688.0,4.5
State,Total,2016,Foreign Earnings,652.0,1.1
State,Total,2016,Real Estate Earnings,416.0,0.7
State,Total,2016,Presents,574.0,1.0
State,Total,2016,Investment Interest,0.0,0.0
State,Total,2016,Rest,1626.0,2.7
State,Total,2016,Earnings in Labor,2596.0,4.4
State,Total,2016,Other Earnings in Labor,57.0,0.1
State,City,2016,Total Earnings,62336.0,100.0
State,City,2016,Earnings in Currency,61792.0,99.1
State,City,2016,Earnings from Orthodox Work Relations a.k.a. Job,34782.0,55.9
State,City,2016,Earnings from Unorthodox Work Relations,1521.0,2.4
State,City,2016,Pensions,19993.0,32.1
State,City,2016,Social Sequrity Earnings,1763.0,2.8
State,City,2016,"Earnings from Agricultural, Hunting and Fishing Actions",581.0,0.9
State,City,2016,Foreign Earnings,700.0,1.1
State,City,2016,Real Estate Earnings,463.0,0.7
State,City,2016,Presents,666.0,1.1
State,City,2016,Investment Interest,0.0,0.0
State,City,2016,Rest,1323.0,2.1
State,City,2016,Earnings in Labor,544.0,0.9
State,City,2016,Other Earnings in Labor,62.0,0.1
State,Rest,2016,Total Earnings,55210.0,100.0
State,Rest,2016,Earnings in Currency,49280.0,89.3
State,Rest,2016,Earnings from Orthodox Work Relations a.k.a. Job,20406.0,37.1
State,Rest,2016,Earnings from Unorthodox Work Relations,1497.0,2.7
State,Rest,2016,Pensions,15923.0,28.8
State,Rest,2016,Social Sequrity Earnings,1874.0,3.4
State,Rest,2016,"Earnings from Agricultural, Hunting and Fishing Actions",6118.0,11.1
State,Rest,2016,Foreign Earnings,573.0,1.0
State,Rest,2016,Real Estate Earnings,341.0,0.6
State,Rest,2016,Presents,425.0,0.8
State,Rest,2016,Investment Interest,0.0,0.0
State,Rest,2016,Rest,2123.0,3.8
State,Rest,2016,Earnings in Labor,5930.0,10.7
State,Rest,2016,Other Earnings in Labor,48.0,0.1
Belgrade,Total,2016,Total Earnings,71611.0,100.0
Belgrade,Total,2016,Earnings in Currency,70804.0,98.9
Belgrade,Total,2016,Earnings from Orthodox Work Relations a.k.a. Job,41817.0,58.5
Belgrade,Total,2016,Earnings from Unorthodox Work Relations,1799.0,2.5
Belgrade,Total,2016,Pensions,21703.0,30.3
Belgrade,Total,2016,Social Sequrity Earnings,1591.0,2.2
Belgrade,Total,2016,"Earnings from Agricultural, Hunting and Fishing Actions",242.0,0.3
Belgrade,Total,2016,Foreign Earnings,499.0,0.7
Belgrade,Total,2016,Real Estate Earnings,769.0,1.1
Belgrade,Total,2016,Presents,708.0,1.0
Belgrade,Total,2016,Investment Interest,0.0,0.0
Belgrade,Total,2016,Rest,1676.0,2.3
Belgrade,Total,2016,Earnings in Labor,807.0,1.1
Belgrade,Total,2016,Other Earnings in Labor,126.0,0.2
Belgrade,City,2016,Total Earnings,73405.0,100.0
Belgrade,City,2016,Earnings in Currency,73092.0,99.6
Belgrade,City,2016,Earnings from Orthodox Work Relations a.k.a. Job,44459.0,60.5
Belgrade,City,2016,Earnings from Unorthodox Work Relations,1807.0,2.5
Belgrade,City,2016,Pensions,21865.0,29.8
Belgrade,City,2016,Social Sequrity Earnings,1476.0,2.0
Belgrade,City,2016,"Earnings from Agricultural, Hunting and Fishing Actions",39.0,0.1
Belgrade,City,2016,Foreign Earnings,536.0,0.7
Belgrade,City,2016,Real Estate Earnings,787.0,1.1
Belgrade,City,2016,Presents,698.0,1.0
Belgrade,City,2016,Investment Interest,0.0,0.0
Belgrade,City,2016,Rest,1425.0,1.9
Belgrade,City,2016,Earnings in Labor,313.0,0.4
Belgrade,City,2016,Other Earnings in Labor,144.0,0.2
Belgrade,Rest,2016,Total Earnings,62444.0,100.0
Belgrade,Rest,2016,Earnings in Currency,59096.0,94.6
Belgrade,Rest,2016,Earnings from Orthodox Work Relations a.k.a. Job,28315.0,45.4
Belgrade,Rest,2016,Earnings from Unorthodox Work Relations,1758.0,2.8
Belgrade,Rest,2016,Pensions,20880.0,33.4
Belgrade,Rest,2016,Social Sequrity Earnings,2165.0,3.5
Belgrade,Rest,2016,"Earnings from Agricultural, Hunting and Fishing Actions",1277.0,2.0
Belgrade,Rest,2016,Foreign Earnings,312.0,0.5
Belgrade,Rest,2016,Real Estate Earnings,678.0,1.1
Belgrade,Rest,2016,Presents,760.0,1.2
Belgrade,Rest,2016,Investment Interest,0.0,0.0
Belgrade,Rest,2016,Rest,2951.0,4.7
Belgrade,Rest,2016,Earnings in Labor,3348.0,5.4
Belgrade,Rest,2016,Other Earnings in Labor,36.0,0.1
Voyvodina/North,Total,2016,Total Earnings,56468.0,100.0
Voyvodina/North,Total,2016,Earnings in Currency,54584.0,96.7
Voyvodina/North,Total,2016,Earnings from Orthodox Work Relations a.k.a. Job,27649.0,49.0
Voyvodina/North,Total,2016,Earnings from Unorthodox Work Relations,1742.0,3.1
Voyvodina/North,Total,2016,Pensions,17259.0,30.6
Voyvodina/North,Total,2016,Social Sequrity Earnings,1775.0,3.1
Voyvodina/North,Total,2016,"Earnings from Agricultural, Hunting and Fishing Actions",3241.0,5.7
Voyvodina/North,Total,2016,Foreign Earnings,846.0,1.5
Voyvodina/North,Total,2016,Real Estate Earnings,484.0,0.9
Voyvodina/North,Total,2016,Presents,658.0,1.2
Voyvodina/North,Total,2016,Investment Interest,0.0,0.0
Voyvodina/North,Total,2016,Rest,930.0,1.6
Voyvodina/North,Total,2016,Earnings in Labor,1884.0,3.3
Voyvodina/North,Total,2016,Other Earnings in Labor,38.0,0.1
Voyvodina/North,City,2016,Total Earnings,57567.0,100.0
Voyvodina/North,City,2016,Earnings in Currency,56762.0,98.6
Voyvodina/North,City,2016,Earnings from Orthodox Work Relations a.k.a. Job,30145.0,52.4
Voyvodina/North,City,2016,Earnings from Unorthodox Work Relations,1629.0,2.8
Voyvodina/North,City,2016,Pensions,19300.0,33.5
Voyvodina/North,City,2016,Social Sequrity Earnings,1675.0,2.9
Voyvodina/North,City,2016,"Earnings from Agricultural, Hunting and Fishing Actions",1311.0,2.3
Voyvodina/North,City,2016,Foreign Earnings,968.0,1.7
Voyvodina/North,City,2016,Real Estate Earnings,430.0,0.7
Voyvodina/North,City,2016,Presents,683.0,1.2
Voyvodina/North,City,2016,Investment Interest,0.0,0.0
Voyvodina/North,City,2016,Rest,621.0,1.1
Voyvodina/North,City,2016,Earnings in Labor,805.0,1.4
Voyvodina/North,City,2016,Other Earnings in Labor,32.0,0.1
Voyvodina/North,Rest,2016,Total Earnings,54745.0,100.0
Voyvodina/North,Rest,2016,Earnings in Currency,51176.0,93.5
Voyvodina/North,Rest,2016,Earnings from Orthodox Work Relations a.k.a. Job,23752.0,43.5
Voyvodina/North,Rest,2016,Earnings from Unorthodox Work Relations,1918.0,3.5
Voyvodina/North,Rest,2016,Pensions,14074.0,25.7
Voyvodina/North,Rest,2016,Social Sequrity Earnings,1925.0,3.5
Voyvodina/North,Rest,2016,"Earnings from Agricultural, Hunting and Fishing Actions",6253.0,11.4
Voyvodina/North,Rest,2016,Foreign Earnings,656.0,1.2
Voyvodina/North,Rest,2016,Real Estate Earnings,568.0,1.0
Voyvodina/North,Rest,2016,Presents,618.0,1.1
Voyvodina/North,Rest,2016,Investment Interest,0.0,0.0
Voyvodina/North,Rest,2016,Rest,1412.0,2.6
Voyvodina/North,Rest,2016,Earnings in Labor,3569.0,6.5
Voyvodina/North,Rest,2016,Other Earnings in Labor,47.0,0.1
Central and West,Total,2016,Total Earnings,55917.0,100.0
Central and West,Total,2016,Earnings in Currency,51710.0,92.5
Central and West,Total,2016,Earnings from Orthodox Work Relations a.k.a. Job,24106.0,43.1
Central and West,Total,2016,Earnings from Unorthodox Work Relations,1028.0,1.8
Central and West,Total,2016,Pensions,16810.0,30.1
Central and West,Total,2016,Social Sequrity Earnings,2058.0,3.7
Central and West,Total,2016,"Earnings from Agricultural, Hunting and Fishing Actions",4428.0,7.9
Central and West,Total,2016,Foreign Earnings,511.0,0.9
Central and West,Total,2016,Real Estate Earnings,204.0,0.4
Central and West,Total,2016,Presents,460.0,0.8
Central and West,Total,2016,Investment Interest,0.0,0.0
Central and West,Total,2016,Rest,2105.0,3.8
Central and West,Total,2016,Earnings in Labor,4207.0,7.5
Central and West,Total,2016,Other Earnings in Labor,34.0,0.1
Central and West,City,2016,Total Earnings,56871.0,100.0
Central and West,City,2016,Earnings in Currency,56190.0,98.8
Central and West,City,2016,Earnings from Orthodox Work Relations a.k.a. Job,30063.0,52.9
Central and West,City,2016,Earnings from Unorthodox Work Relations,804.0,1.4
Central and West,City,2016,Pensions,19196.0,33.8
Central and West,City,2016,Social Sequrity Earnings,2303.0,4.0
Central and West,City,2016,"Earnings from Agricultural, Hunting and Fishing Actions",729.0,1.3
Central and West,City,2016,Foreign Earnings,443.0,0.8
Central and West,City,2016,Real Estate Earnings,192.0,0.3
Central and West,City,2016,Presents,691.0,1.2
Central and West,City,2016,Investment Interest,0.0,0.0
Central and West,City,2016,Rest,1769.0,3.1
Central and West,City,2016,Earnings in Labor,681.0,1.2
Central and West,City,2016,Other Earnings in Labor,29.0,0.1
Central and West,Rest,2016,Total Earnings,54991.0,100.0
Central and West,Rest,2016,Earnings in Currency,47371.0,86.1
Central and West,Rest,2016,Earnings from Orthodox Work Relations a.k.a. Job,18339.0,33.3
Central and West,Rest,2016,Earnings from Unorthodox Work Relations,1245.0,2.3
Central and West,Rest,2016,Pensions,14500.0,26.4
Central and West,Rest,2016,Social Sequrity Earnings,1820.0,3.3
Central and West,Rest,2016,"Earnings from Agricultural, Hunting and Fishing Actions",8010.0,14.6
Central and West,Rest,2016,Foreign Earnings,575.0,1.0
Central and West,Rest,2016,Real Estate Earnings,215.0,0.4
Central and West,Rest,2016,Presents,237.0,0.4
Central and West,Rest,2016,Investment Interest,0.0,0.0
Central and West,Rest,2016,Rest,2430.0,4.4
Central and West,Rest,2016,Earnings in Labor,7620.0,13.9
