Year,Region,Gender,AgeGroup,Amount
2018,State,M,36,49057
2018,Belgrade,M,36,13122
2018,Voyvodina/North,M,36,13496
2018,Central and West,M,36,12648
2018,South and East,M,36,9791
2018,State,M,37,50216
2018,Belgrade,M,37,13539
2018,Voyvodina/North,M,37,13762
2018,Central and West,M,37,12856
2018,South and East,M,37,10059
2018,State,M,38,50100
2018,Belgrade,M,38,13435
2018,Voyvodina/North,M,38,13867
2018,Central and West,M,38,12778
2018,South and East,M,38,10020
2018,State,M,39,50779
2018,Belgrade,M,39,13240
2018,Voyvodina/North,M,39,14289
2018,Central and West,M,39,13056
2018,South and East,M,39,10194
2018,State,M,40,50913
2018,Belgrade,M,40,13111
2018,Voyvodina/North,M,40,13882
2018,Central and West,M,40,13526
2018,South and East,M,40,10394
2018,State,M,41,51003
2018,Belgrade,M,41,12829
2018,Voyvodina/North,M,41,13802
2018,Central and West,M,41,13781
2018,South and East,M,41,10591
2018,State,M,42,50905
2018,Belgrade,M,42,12505
2018,Voyvodina/North,M,42,13820
2018,Central and West,M,42,13700
2018,South and East,M,42,10880
2018,State,M,43,49349
2018,Belgrade,M,43,12169
2018,Voyvodina/North,M,43,13279
2018,Central and West,M,43,13327
2018,South and East,M,43,10574
2018,State,M,44,49051
2018,Belgrade,M,44,11972
2018,Voyvodina/North,M,44,13182
2018,Central and West,M,44,13253
2018,South and East,M,44,10644
2018,State,M,45,47160
2018,Belgrade,M,45,11182
2018,Voyvodina/North,M,45,12539
2018,Central and West,M,45,12776
2018,South and East,M,45,10663
2018,State,M,46,47439
2018,Belgrade,M,46,11357
2018,Voyvodina/North,M,46,12794
2018,Central and West,M,46,12934
2018,South and East,M,46,10354
2018,State,M,47,46183
2018,Belgrade,M,47,11155
2018,Voyvodina/North,M,47,12230
2018,Central and West,M,47,12643
2018,South and East,M,47,10155
2018,State,M,48,46337
2018,Belgrade,M,48,10728
2018,Voyvodina/North,M,48,12312
2018,Central and West,M,48,12791
2018,South and East,M,48,10506
2018,State,M,49,45283
2018,Belgrade,M,49,10238
2018,Voyvodina/North,M,49,12475
2018,Central and West,M,49,12427
2018,South and East,M,49,10143
2018,State,M,50,45672
2018,Belgrade,M,50,10282
2018,Voyvodina/North,M,50,12536
2018,Central and West,M,50,12722
2018,South and East,M,50,10132
2018,State,M,51,45303
2018,Belgrade,M,51,9897
2018,Voyvodina/North,M,51,12849
2018,Central and West,M,51,12489
2018,South and East,M,51,10068
2018,State,M,52,46323
2018,Belgrade,M,52,10077
2018,Voyvodina/North,M,52,12921
2018,Central and West,M,52,12969
2018,South and East,M,52,10356
2018,State,M,53,44571
2018,Belgrade,M,53,9763
2018,Voyvodina/North,M,53,12526
2018,Central and West,M,53,12425
2018,South and East,M,53,9857
2018,State,M,54,46090
2018,Belgrade,M,54,9990
2018,Voyvodina/North,M,54,12753
2018,Central and West,M,54,13211
2018,South and East,M,54,10136
2018,State,M,55,46204
2018,Belgrade,M,55,9827
2018,Voyvodina/North,M,55,12957
2018,Central and West,M,55,13398
2018,South and East,M,55,10022
2018,State,M,56,47561
2018,Belgrade,M,56,9989
2018,Voyvodina/North,M,56,13345
2018,Central and West,M,56,13644
2018,South and East,M,56,10583
2018,State,M,57,48962
2018,Belgrade,M,57,10129
2018,Voyvodina/North,M,57,13601
2018,Central and West,M,57,14348
2018,South and East,M,57,10884
2018,State,M,58,47028
2018,Belgrade,M,58,9845
2018,Voyvodina/North,M,58,12984
2018,Central and West,M,58,13827
2018,South and East,M,58,10372
2018,State,M,59,47507
2018,Belgrade,M,59,9967
2018,Voyvodina/North,M,59,12477
2018,Central and West,M,59,14451
2018,South and East,M,59,10612
2018,State,M,60,45927
2018,Belgrade,M,60,9741
2018,Voyvodina/North,M,60,12681
2018,Central and West,M,60,13387
2018,South and East,M,60,10118
2018,State,M,61,49590
2018,Belgrade,M,61,10745
2018,Voyvodina/North,M,61,13910
2018,Central and West,M,61,14452
2018,South and East,M,61,10483
2018,State,M,62,51101
2018,Belgrade,M,62,10931
2018,Voyvodina/North,M,62,13907
2018,Central and West,M,62,15039
2018,South and East,M,62,11224
2018,State,M,63,53717
2018,Belgrade,M,63,11576
2018,Voyvodina/North,M,63,13773
2018,Central and West,M,63,16485
2018,South and East,M,63,11883
2018,State,M,64,51551
2018,Belgrade,M,64,11084
2018,Voyvodina/North,M,64,13266
2018,Central and West,M,64,15422
2018,South and East,M,64,11779
2018,State,M,65,52852
2018,Belgrade,M,65,11381
2018,Voyvodina/North,M,65,13195
2018,Central and West,M,65,16239
2018,South and East,M,65,12037
2018,State,M,66,43906
2018,Belgrade,M,66,9682
2018,Voyvodina/North,M,66,11321
2018,Central and West,M,66,12844
2018,South and East,M,66,10059
2018,State,M,67,47715
2018,Belgrade,M,67,10510
2018,Voyvodina/North,M,67,11999
2018,Central and West,M,67,13951
2018,South and East,M,67,11255
2018,State,M,68,43621
2018,Belgrade,M,68,9680
2018,Voyvodina/North,M,68,11436
2018,Central and West,M,68,12609
2018,South and East,M,68,9896
2018,State,M,69,41198
2018,Belgrade,M,69,8937
2018,Voyvodina/North,M,69,10459
2018,Central and West,M,69,11366
2018,South and East,M,69,10436
2018,State,M,70,37348
2018,Belgrade,M,70,8299
2018,Voyvodina/North,M,70,9650
2018,Central and West,M,70,10086
2018,South and East,M,70,9313
2018,State,M,71,31443
2018,Belgrade,M,71,7100
2018,Voyvodina/North,M,71,8493
2018,Central and West,M,71,8804
2018,South and East,M,71,7046
2018,State,M,72,21704
2018,Belgrade,M,72,4894
2018,Voyvodina/North,M,72,5410
2018,Central and West,M,72,6256
2018,South and East,M,72,5144
2018,State,M,73,23432
2018,Belgrade,M,73,4920
2018,Voyvodina/North,M,73,5357
2018,Central and West,M,73,6871
2018,South and East,M,73,6284
2018,State,M,74,23224
2018,Belgrade,M,74,4514
2018,Voyvodina/North,M,74,5598
2018,Central and West,M,74,7032
2018,South and East,M,74,6080
2018,State,M,75,22640
2018,Belgrade,M,75,4720
2018,Voyvodina/North,M,75,5667
2018,Central and West,M,75,6128
2018,South and East,M,75,6125
2018,State,M,76,22767
2018,Belgrade,M,76,5016
2018,Voyvodina/North,M,76,5684
2018,Central and West,M,76,6474
2018,South and East,M,76,5593
2018,State,M,77,23483
2018,Belgrade,M,77,5048
2018,Voyvodina/North,M,77,5473
2018,Central and West,M,77,7120
2018,South and East,M,77,5842
2018,State,M,78,21192
2018,Belgrade,M,78,4762
2018,Voyvodina/North,M,78,5175
2018,Central and West,M,78,6326
2018,South and East,M,78,4929
2018,State,M,79,19496
2018,Belgrade,M,79,4378
2018,Voyvodina/North,M,79,4737
2018,Central and West,M,79,5783
2018,South and East,M,79,4598
2018,State,M,80,18452
2018,Belgrade,M,80,4193
2018,Voyvodina/North,M,80,4166
2018,Central and West,M,80,5558
2018,South and East,M,80,4535
2018,State,M,81,16552
2018,Belgrade,M,81,3788
2018,Voyvodina/North,M,81,3847
2018,Central and West,M,81,4964
2018,South and East,M,81,3953
2018,State,M,82,15025
2018,Belgrade,M,82,3469
2018,Voyvodina/North,M,82,3372
2018,Central and West,M,82,4579
2018,South and East,M,82,3605
2018,State,M,83,13523
2018,Belgrade,M,83,3108
2018,Voyvodina/North,M,83,2836
2018,Central and West,M,83,4184
2018,South and East,M,83,3395
2018,State,M,84,11454
2018,Belgrade,M,84,2539
2018,Voyvodina/North,M,84,2534
2018,Central and West,M,84,3518
2018,South and East,M,84,2863
2018,State,M,85,44812
2018,Belgrade,M,85,10287
2018,Voyvodina/North,M,85,9302
2018,Central and West,M,85,13935
2018,South and East,M,85,11288
2018,State,F,-1,3590852
2018,Belgrade,F,-1,891244
2018,Voyvodina/North,F,-1,956825
2018,Central and West,F,-1,979503
2018,South and East,F,-1,763280
2018,State,F,0,31444
2018,Belgrade,F,0,8686
2018,Voyvodina/North,F,0,8533
2018,Central and West,F,0,8047
2018,South and East,F,0,6178
2018,State,F,1,31105
2018,Belgrade,F,1,8501
2018,Voyvodina/North,F,1,8343
2018,Central and West,F,1,8320
2018,South and East,F,1,5941
2018,State,F,2,31475
2018,Belgrade,F,2,8734
2018,Voyvodina/North,F,2,8526
2018,Central and West,F,2,8243
2018,South and East,F,2,5972
2018,State,F,3,31952
2018,Belgrade,F,3,8821
2018,Voyvodina/North,F,3,8463
2018,Central and West,F,3,8416
2018,South and East,F,3,6252
2018,State,F,4,31643
2018,Belgrade,F,4,8522
2018,Voyvodina/North,F,4,8527
2018,Central and West,F,4,8264
2018,South and East,F,4,6330
2018,State,F,5,32505
2018,Belgrade,F,5,8908
2018,Voyvodina/North,F,5,8681
2018,Central and West,F,5,8644
2018,South and East,F,5,6272
2018,State,F,6,31523
2018,Belgrade,F,6,8456
2018,Voyvodina/North,F,6,8333
2018,Central and West,F,6,8368
2018,South and East,F,6,6366
2018,State,F,7,32185
2018,Belgrade,F,7,8335
2018,Voyvodina/North,F,7,8646
2018,Central and West,F,7,8914
2018,South and East,F,7,6290
2018,State,F,8,32396
2018,Belgrade,F,8,8133
2018,Voyvodina/North,F,8,8783
2018,Central and West,F,8,8968
2018,South and East,F,8,6512
2018,State,F,9,32177
2018,Belgrade,F,9,7830
2018,Voyvodina/North,F,9,8608
2018,Central and West,F,9,9240
2018,South and East,F,9,6499
2018,State,F,10,32064
2018,Belgrade,F,10,7651
2018,Voyvodina/North,F,10,8760
2018,Central and West,F,10,9038
2018,South and East,F,10,6615
2018,State,F,11,33251
2018,Belgrade,F,11,7577
2018,Voyvodina/North,F,11,9095
2018,Central and West,F,11,9490
2018,South and East,F,11,7089
2018,State,F,12,34158
2018,Belgrade,F,12,7617
2018,Voyvodina/North,F,12,9202
2018,Central and West,F,12,10023
2018,South and East,F,12,7316
2018,State,F,13,34479
2018,Belgrade,F,13,7410
2018,Voyvodina/North,F,13,9226
2018,Central and West,F,13,10064
2018,South and East,F,13,7779
2018,State,F,14,35092
2018,Belgrade,F,14,7643
2018,Voyvodina/North,F,14,9314
2018,Central and West,F,14,10324
2018,South and East,F,14,7811
2018,State,F,15,34971
2018,Belgrade,F,15,7576
2018,Voyvodina/North,F,15,9455
2018,Central and West,F,15,10122
2018,South and East,F,15,7818
2018,State,F,16,35226
2018,Belgrade,F,16,7622
2018,Voyvodina/North,F,16,9407
2018,Central and West,F,16,10142
2018,South and East,F,16,8055
2018,State,F,17,33014
2018,Belgrade,F,17,7020
2018,Voyvodina/North,F,17,8785
2018,Central and West,F,17,9696
2018,South and East,F,17,7513
2018,State,F,18,32798
2018,Belgrade,F,18,7035
2018,Voyvodina/North,F,18,8642
2018,Central and West,F,18,9490
2018,South and East,F,18,7631
2018,State,F,19,34081
2018,Belgrade,F,19,7270
2018,Voyvodina/North,F,19,9140
2018,Central and West,F,19,9799
2018,South and East,F,19,7872
2018,State,F,20,35477
2018,Belgrade,F,20,7572
2018,Voyvodina/North,F,20,9493
2018,Central and West,F,20,10226
2018,South and East,F,20,8186
2018,State,F,21,37206
2018,Belgrade,F,21,8030
2018,Voyvodina/North,F,21,9949
2018,Central and West,F,21,10724
2018,South and East,F,21,8503
2018,State,F,22,39179
2018,Belgrade,F,22,8628
2018,Voyvodina/North,F,22,10552
2018,Central and West,F,22,11070
2018,South and East,F,22,8929
2018,State,F,23,39189
2018,Belgrade,F,23,9060
2018,Voyvodina/North,F,23,10513
2018,Central and West,F,23,10827
2018,South and East,F,23,8789
2018,State,F,24,40056
2018,Belgrade,F,24,9467
2018,Voyvodina/North,F,24,10723
2018,Central and West,F,24,11001
2018,South and East,F,24,8865
2018,State,F,25,40408
2018,Belgrade,F,25,10317
2018,Voyvodina/North,F,25,10719
2018,Central and West,F,25,10733
2018,South and East,F,25,8639
2018,State,F,26,42091
2018,Belgrade,F,26,11151
2018,Voyvodina/North,F,26,11406
2018,Central and West,F,26,10852
2018,South and East,F,26,8682
2018,State,F,27,41846
2018,Belgrade,F,27,11285
2018,Voyvodina/North,F,27,11165
2018,Central and West,F,27,10871
2018,South and East,F,27,8525
2018,State,F,28,42323
2018,Belgrade,F,28,11697
2018,Voyvodina/North,F,28,11297
2018,Central and West,F,28,10647
2018,South and East,F,28,8682
2018,State,F,29,44442
2018,Belgrade,F,29,12568
2018,Voyvodina/North,F,29,11997
2018,Central and West,F,29,11018
2018,South and East,F,29,8859
2018,State,F,30,45131
2018,Belgrade,F,30,12964
2018,Voyvodina/North,F,30,12037
2018,Central and West,F,30,11233
2018,South and East,F,30,8897
2018,State,F,31,45215
2018,Belgrade,F,31,12967
2018,Voyvodina/North,F,31,12006
2018,Central and West,F,31,11230
2018,South and East,F,31,9012
2018,State,F,32,46198
2018,Belgrade,F,32,13349
2018,Voyvodina/North,F,32,12357
2018,Central and West,F,32,11494
2018,South and East,F,32,8998
2018,State,F,33,48440
2018,Belgrade,F,33,14113
2018,Voyvodina/North,F,33,12869
2018,Central and West,F,33,12102
2018,South and East,F,33,9356
2018,State,F,34,48433
2018,Belgrade,F,34,14176
2018,Voyvodina/North,F,34,12903
2018,Central and West,F,34,12039
2018,South and East,F,34,9315
2018,State,F,35,47864
2018,Belgrade,F,35,14051
2018,Voyvodina/North,F,35,12746
2018,Central and West,F,35,11714
2018,South and East,F,35,9353
2018,State,F,36,47898
2018,Belgrade,F,36,13746
2018,Voyvodina/North,F,36,12936
2018,Central and West,F,36,12007
2018,South and East,F,36,9209
2018,State,F,37,48587
2018,Belgrade,F,37,14176
2018,Voyvodina/North,F,37,12905
2018,Central and West,F,37,12099
2018,South and East,F,37,9407
2018,State,F,38,48478
2018,Belgrade,F,38,13829
2018,Voyvodina/North,F,38,12781
2018,Central and West,F,38,12439
2018,South and East,F,38,9429
2018,State,F,39,49055
2018,Belgrade,F,39,13805
2018,Voyvodina/North,F,39,13215
2018,Central and West,F,39,12525
2018,South and East,F,39,9510
2018,State,F,40,49514
2018,Belgrade,F,40,13749
2018,Voyvodina/North,F,40,12965
2018,Central and West,F,40,13023
2018,South and East,F,40,9777
2018,State,F,41,50298
2018,Belgrade,F,41,13706
2018,Voyvodina/North,F,41,13321
2018,Central and West,F,41,13049
2018,South and East,F,41,10222
2018,State,F,42,50175
2018,Belgrade,F,42,13094
2018,Voyvodina/North,F,42,13237
2018,Central and West,F,42,13295
2018,South and East,F,42,10549
2018,State,F,43,48640
2018,Belgrade,F,43,12667
2018,Voyvodina/North,F,43,12545
2018,Central and West,F,43,13169
2018,South and East,F,43,10259
2018,State,F,44,48790
2018,Belgrade,F,44,12679
2018,Voyvodina/North,F,44,12678
2018,Central and West,F,44,13129
2018,South and East,F,44,10304
2018,State,F,45,47764
2018,Belgrade,F,45,12079
2018,Voyvodina/North,F,45,12553
2018,Central and West,F,45,12802
2018,South and East,F,45,10330
2018,State,F,46,47335
2018,Belgrade,F,46,12021
2018,Voyvodina/North,F,46,12405
2018,Central and West,F,46,12887
2018,South and East,F,46,10022
2018,State,F,47,46287
2018,Belgrade,F,47,11606
2018,Voyvodina/North,F,47,12051
2018,Central and West,F,47,12664
2018,South and East,F,47,9966
2018,State,F,48,46881
2018,Belgrade,F,48,11533
2018,Voyvodina/North,F,48,12270
2018,Central and West,F,48,12917
2018,South and East,F,48,10161
2018,State,F,49,46946
2018,Belgrade,F,49,11212
2018,Voyvodina/North,F,49,12647
2018,Central and West,F,49,13020
2018,South and East,F,49,10067
2018,State,F,50,47087
2018,Belgrade,F,50,11065
2018,Voyvodina/North,F,50,12865
2018,Central and West,F,50,12910
2018,South and East,F,50,10247
2018,State,F,51,47108
2018,Belgrade,F,51,11083
2018,Voyvodina/North,F,51,13072
2018,Central and West,F,51,12730
2018,South and East,F,51,10223
2018,State,F,52,48247
2018,Belgrade,F,52,11280
2018,Voyvodina/North,F,52,13376
2018,Central and West,F,52,13242
2018,South and East,F,52,10349
2018,State,F,53,46638
2018,Belgrade,F,53,10818
2018,Voyvodina/North,F,53,13065
2018,Central and West,F,53,12976
2018,South and East,F,53,9779
2018,State,F,54,48619
2018,Belgrade,F,54,11353
2018,Voyvodina/North,F,54,13535
2018,Central and West,F,54,13538
2018,South and East,F,54,10193
2018,State,F,55,49318
2018,Belgrade,F,55,11487
2018,Voyvodina/North,F,55,13546
2018,Central and West,F,55,13947
2018,South and East,F,55,10338
2018,State,F,56,51416
2018,Belgrade,F,56,11965
2018,Voyvodina/North,F,56,14253
2018,Central and West,F,56,14461
2018,South and East,F,56,10737
2018,State,F,57,52811
2018,Belgrade,F,57,12028
2018,Voyvodina/North,F,57,14603
2018,Central and West,F,57,15261
2018,South and East,F,57,10919
2018,State,F,58,50757
2018,Belgrade,F,58,11810
2018,Voyvodina/North,F,58,13936
2018,Central and West,F,58,14510
2018,South and East,F,58,10501
2018,State,F,59,51339
2018,Belgrade,F,59,11997
2018,Voyvodina/North,F,59,13605
2018,Central and West,F,59,15295
2018,South and East,F,59,10442
2018,State,F,60,50836
2018,Belgrade,F,60,11785
2018,Voyvodina/North,F,60,14009
2018,Central and West,F,60,14491
2018,South and East,F,60,10551
2018,State,F,61,55187
2018,Belgrade,F,61,13065
2018,Voyvodina/North,F,61,15261
2018,Central and West,F,61,15695
2018,South and East,F,61,11166
2018,State,F,62,56620
2018,Belgrade,F,62,13485
2018,Voyvodina/North,F,62,15125
2018,Central and West,F,62,16095
2018,South and East,F,62,11915
2018,State,F,63,60198
2018,Belgrade,F,63,14390
2018,Voyvodina/North,F,63,15573
2018,Central and West,F,63,17773
2018,South and East,F,63,12462
2018,State,F,64,58249
2018,Belgrade,F,64,14020
2018,Voyvodina/North,F,64,15144
2018,Central and West,F,64,16566
2018,South and East,F,64,12519
2018,State,F,65,60492
2018,Belgrade,F,65,14608
2018,Voyvodina/North,F,65,15256
2018,Central and West,F,65,17626
2018,South and East,F,65,13002
2018,State,F,66,51215
2018,Belgrade,F,66,12676
2018,Voyvodina/North,F,66,13272
